"No.","Time","Source","Destination","Protocol","Length","Info"
"19","32.004937","192.168.1.2","212.242.33.35","SIP","509","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"20","32.141694","212.242.33.35","192.168.1.2","SIP","528","Status: 401 Unauthorized | "
"21","32.406750","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x38d3 SRV _sip._udp.sip.cybercity.dk"
"22","33.403525","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x38d3 SRV _sip._udp.sip.cybercity.dk"
"23","35.406164","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x38d3 SRV _sip._udp.sip.cybercity.dk"
"24","37.409291","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x38d3 SRV _sip._udp.sip.cybercity.dk"
"25","41.414930","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x38d3 SRV _sip._udp.sip.cybercity.dk"
"26","48.241056","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"27","48.985639","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"28","49.417106","192.168.1.2","192.168.1.1","DNS","82","Standard query 0xaad3 PTR 1.0.0.127.in-addr.arpa"
"29","49.418608","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0xaad3 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"30","49.420564","192.168.1.2","212.242.33.35","SIP","722","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"31","49.566655","212.242.33.35","192.168.1.2","SIP","348","Status: 100 Trying | "
"32","49.616489","212.242.33.35","192.168.1.2","SIP","388","Status: 403 Wrong password | "
"33","49.736731","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"34","54.257334","192.168.1.2","192.168.1.255","BROWSER","243","Host Announcement D002465, Workstation, Server, NT Workstation"
"35","70.812282","192.168.1.2","147.137.21.94","TCP","62","2717  >  445 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"36","70.812610","192.168.1.2","147.137.21.94","TCP","62","2718  >  139 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"37","73.731185","192.168.1.2","147.137.21.94","TCP","62","[TCP Retransmission] 2718  >  139 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"38","73.731277","192.168.1.2","147.137.21.94","TCP","62","[TCP Retransmission] 2717  >  445 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"39","79.739812","192.168.1.2","147.137.21.94","TCP","62","[TCP Retransmission] 2718  >  139 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"40","79.739895","192.168.1.2","147.137.21.94","TCP","62","[TCP Retransmission] 2717  >  445 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"41","91.989965","192.168.1.2","192.168.1.1","DNS","75","Standard query 0xedd4 A ftp.ecitele.com"
"42","92.989466","192.168.1.2","192.168.1.1","DNS","75","Standard query 0xedd4 A ftp.ecitele.com"
"43","94.001208","192.168.1.1","192.168.1.2","DNS","168","Standard query response 0xedd4 A ftp.ecitele.com CNAME dns.ecitele.com A 147.234.1.253 NS ns.barak.net.il NS dns.ecitele.com A 212.150.48.169"
"44","94.039026","192.168.1.2","147.234.1.253","TCP","62","2720  >  21 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"45","94.057271","147.234.1.253","192.168.1.2","TCP","62","21  >  2720 [SYN, ACK] Seq=0 Ack=1 Win=25398 Len=0 SACK_PERM=1 MSS=1411"
"46","94.057353","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=1 Ack=1 Win=16932 Len=0"
"47","94.153897","147.234.1.253","192.168.1.2","FTP","108","Response: 220 ProFTPD Server In ECI Telecom (ftp.ecitele.com) "
"48","94.154372","192.168.1.2","147.234.1.253","FTP","70","Request: USER anonymous"
"49","94.168796","147.234.1.253","192.168.1.2","TCP","60","21  >  2720 [ACK] Seq=55 Ack=17 Win=25398 Len=0"
"50","94.171235","147.234.1.253","192.168.1.2","FTP","130","Response: 331 Anonymous login ok, send your complete email address as your password."
"51","94.173642","192.168.1.2","147.234.1.253","FTP","66","Request: PASS d0xa!"
"52","94.187272","147.234.1.253","192.168.1.2","TCP","60","21  >  2720 [ACK] Seq=131 Ack=29 Win=25398 Len=0"
"53","94.202280","147.234.1.253","192.168.1.2","FTP","85","Response: 230-Welcome To ECI FTP Server"
"54","94.203071","147.234.1.253","192.168.1.2","FTP","60","Response:  "
"55","94.203123","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=165 Win=16768 Len=0"
"56","94.203275","147.234.1.253","192.168.1.2","FTP","60","Response:  "
"57","94.204139","147.234.1.253","192.168.1.2","FTP","81","Response:  /pub\\t\\t-> Public Folder. "
"58","94.204169","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=195 Win=16738 Len=0"
"59","94.204428","147.234.1.253","192.168.1.2","FTP","89","Response:  \\t\\t   ECI users can do everything"
"60","94.204733","147.234.1.253","192.168.1.2","FTP","82","Response:  \\t\\t   Others can only read"
"61","94.204762","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=258 Win=16675 Len=0"
"62","94.204848","147.234.1.253","192.168.1.2","FTP","87","Response:  /incoming\\t-> Incoming Folder. "
"63","94.206103","147.234.1.253","192.168.1.2","FTP","113","Response:  \\t\\t   Anyone can access, write & retrieve a specific file"
"64","94.206132","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=350 Win=16583 Len=0"
"65","94.206463","147.234.1.253","192.168.1.2","FTP","87","Response:  /outgoing\\t-> outgoing Folder. "
"66","94.207254","147.234.1.253","192.168.1.2","FTP","113","Response:  \\t\\t   Anyone can access, write & retrieve a specific file"
"67","94.207284","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=442 Win=16491 Len=0"
"68","94.207671","147.234.1.253","192.168.1.2","FTP","60","Response:  "
"69","94.208975","147.234.1.253","192.168.1.2","FTP","113","Response:  Files larger then 250MB will be deleted after 5 days !!!"
"70","94.209005","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=504 Win=16429 Len=0"
"71","94.209838","147.234.1.253","192.168.1.2","FTP","102","Response:  Other Files will be deleted after 2 weeks !!!"
"72","94.210125","147.234.1.253","192.168.1.2","FTP","60","Response:  "
"73","94.210155","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=555 Win=16378 Len=0"
"74","94.210232","147.234.1.253","192.168.1.2","FTP","60","Response:  "
"75","94.210906","147.234.1.253","192.168.1.2","FTP","73","Response:  Enjoy your stay."
"76","94.210957","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=29 Ack=577 Win=16356 Len=0"
"77","94.212898","147.234.1.253","192.168.1.2","FTP","95","Response: 230 Guest access granted for anonymous."
"78","94.213911","192.168.1.2","147.234.1.253","FTP","62","Request: TYPE I"
"79","94.266387","147.234.1.253","192.168.1.2","FTP","73","Response: 200 Type set to I"
"80","94.266860","192.168.1.2","147.234.1.253","FTP","60","Request: PASV"
"81","94.288240","147.234.1.253","192.168.1.2","FTP","106","Response: 227 Entering Passive Mode (147,234,1,253,230,119)."
"82","94.289442","192.168.1.2","147.234.1.253","FTP","73","Request: RETR SiteStat.xml"
"83","94.289910","192.168.1.2","147.234.1.253","TCP","62","2721  >  58999 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"84","94.307790","147.234.1.253","192.168.1.2","FTP","99","Response: 550 SiteStat.xml: No such file or directory"
"85","94.313342","147.234.1.253","192.168.1.2","TCP","62","58999  >  2721 [SYN, ACK] Seq=0 Ack=1 Win=25398 Len=0 SACK_PERM=1 MSS=1411"
"86","94.313409","192.168.1.2","147.234.1.253","TCP","54","2721  >  58999 [ACK] Seq=1 Ack=1 Win=16932 Len=0"
"87","94.313706","192.168.1.2","147.234.1.253","TCP","54","2721  >  58999 [FIN, ACK] Seq=1 Ack=1 Win=16932 Len=0"
"88","94.314809","192.168.1.2","147.234.1.253","FTP","60","Request: QUIT"
"89","94.334331","147.234.1.253","192.168.1.2","TCP","60","58999  >  2721 [ACK] Seq=1 Ack=2 Win=25398 Len=0"
"90","94.339083","147.234.1.253","192.168.1.2","FTP","68","Response: 221 Goodbye."
"91","94.339315","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [FIN, ACK] Seq=68 Ack=748 Win=16185 Len=0"
"92","94.339700","147.234.1.253","192.168.1.2","TCP","60","21  >  2720 [FIN, ACK] Seq=748 Ack=68 Win=25398 Len=0"
"93","94.339749","192.168.1.2","147.234.1.253","TCP","54","2720  >  21 [ACK] Seq=69 Ack=749 Win=16185 Len=0"
"94","94.356773","147.234.1.253","192.168.1.2","TCP","60","21  >  2720 [ACK] Seq=749 Ack=69 Win=25398 Len=0"
"95","96.248983","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"96","96.994663","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"97","97.745747","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"98","98.993842","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"99","98.993893","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"100","122.333339","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xbdd5 SRV _sip._udp.sip.cybercity.dk"
"101","123.332668","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xbdd5 SRV _sip._udp.sip.cybercity.dk"
"102","125.335462","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xbdd5 SRV _sip._udp.sip.cybercity.dk"
"103","127.338702","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xbdd5 SRV _sip._udp.sip.cybercity.dk"
"104","131.344380","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xbdd5 SRV _sip._udp.sip.cybercity.dk"
"105","139.346069","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x41d6 PTR 1.0.0.127.in-addr.arpa"
"106","139.347566","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x41d6 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"107","139.349155","192.168.1.2","212.242.33.35","SIP","509","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"108","139.491380","212.242.33.35","192.168.1.2","SIP","528","Status: 401 Unauthorized | "
"109","139.607704","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xd6d6 SRV _sip._udp.sip.cybercity.dk"
"110","140.607512","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xd6d6 SRV _sip._udp.sip.cybercity.dk"
"111","142.610315","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xd6d6 SRV _sip._udp.sip.cybercity.dk"
"112","143.543203","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"113","144.292683","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"114","144.613288","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xd6d6 SRV _sip._udp.sip.cybercity.dk"
"115","145.043758","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"116","148.618968","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xd6d6 SRV _sip._udp.sip.cybercity.dk"
"117","156.621191","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x40d7 PTR 1.0.0.127.in-addr.arpa"
"118","156.622714","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x40d7 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"119","156.627315","192.168.1.2","192.168.1.1","DNS","76","Standard query 0xcdd7 A sip.cybercity.dk"
"120","156.628812","192.168.1.1","192.168.1.2","DNS","92","Standard query response 0xcdd7 A sip.cybercity.dk A 212.242.33.35"
"121","156.629834","192.168.1.2","212.242.33.35","SIP","722","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"122","156.781808","212.242.33.35","192.168.1.2","SIP","533","Status: 401 nonce has changed | "
"123","161.614264","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"124","161.614316","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"125","190.881325","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"126","191.630760","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"127","192.381843","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"128","239.138321","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"129","239.880144","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"130","240.631229","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"131","286.619221","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"132","287.368434","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"133","288.119513","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"134","289.817785","Silicom_01:6e:bd","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.2"
"135","289.818459","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","192.168.1.1 is at 00:30:54:00:34:56"
"136","289.818491","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x5cd8 SRV _sip._udp.sip.cybercity.dk"
"137","290.813575","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x5cd8 SRV _sip._udp.sip.cybercity.dk"
"138","292.816335","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x5cd8 SRV _sip._udp.sip.cybercity.dk"
"139","294.819336","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x5cd8 SRV _sip._udp.sip.cybercity.dk"
"140","298.824950","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x5cd8 SRV _sip._udp.sip.cybercity.dk"
"141","306.826874","192.168.1.2","192.168.1.1","DNS","82","Standard query 0xc8d8 PTR 1.0.0.127.in-addr.arpa"
"142","306.828390","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0xc8d8 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"143","306.829874","192.168.1.2","212.242.33.35","SIP","509","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"144","306.970027","212.242.33.35","192.168.1.2","SIP","528","Status: 401 Unauthorized | "
"145","307.139699","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7dda SRV _sip._udp.sip.cybercity.dk"
"146","308.138416","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7dda SRV _sip._udp.sip.cybercity.dk"
"147","310.141228","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7dda SRV _sip._udp.sip.cybercity.dk"
"148","311.824480","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"149","311.824530","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"150","312.144302","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7dda SRV _sip._udp.sip.cybercity.dk"
"151","316.149892","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7dda SRV _sip._udp.sip.cybercity.dk"
"152","324.152019","192.168.1.2","192.168.1.1","DNS","82","Standard query 0xf3db PTR 1.0.0.127.in-addr.arpa"
"153","324.153520","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0xf3db PTR 1.0.0.127.in-addr.arpa PTR localhost"
"154","324.155054","192.168.1.2","212.242.33.35","SIP","722","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"155","324.305849","212.242.33.35","192.168.1.2","SIP","533","Status: 401 nonce has changed | "
"156","334.848238","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"157","335.598039","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"158","336.348874","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"159","381.058947","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7cdc SRV _sip._udp.sip.cybercity.dk"
"160","382.054702","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7cdc SRV _sip._udp.sip.cybercity.dk"
"161","382.116377","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"162","382.865761","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"163","383.616848","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"164","384.058451","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7cdc SRV _sip._udp.sip.cybercity.dk"
"165","386.060674","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7cdc SRV _sip._udp.sip.cybercity.dk"
"166","390.066181","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x7cdc SRV _sip._udp.sip.cybercity.dk"
"167","398.068101","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x1add PTR 1.0.0.127.in-addr.arpa"
"168","398.069605","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x1add PTR 1.0.0.127.in-addr.arpa PTR localhost"
"169","398.071097","192.168.1.2","212.242.33.35","SIP","509","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"170","398.208501","212.242.33.35","192.168.1.2","SIP","528","Status: 401 Unauthorized | "
"171","398.384381","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x83dd SRV _sip._udp.sip.cybercity.dk"
"172","399.379588","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x83dd SRV _sip._udp.sip.cybercity.dk"
"173","401.382466","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x83dd SRV _sip._udp.sip.cybercity.dk"
"174","403.064766","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"175","403.064815","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"176","403.385318","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x83dd SRV _sip._udp.sip.cybercity.dk"
"177","407.391077","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x83dd SRV _sip._udp.sip.cybercity.dk"
"178","415.393125","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x6ade PTR 1.0.0.127.in-addr.arpa"
"179","415.394611","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x6ade PTR 1.0.0.127.in-addr.arpa PTR localhost"
"180","415.396135","192.168.1.2","212.242.33.35","SIP","722","Request: REGISTER sip:sip.cybercity.dk  (1 binding) | "
"181","415.541671","212.242.33.35","192.168.1.2","SIP","348","Status: 100 Trying | "
"182","415.567606","212.242.33.35","192.168.1.2","SIP","512","Status: 200 OK  (1 binding) | "
"183","416.106180","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x2cdf SRV _sip._udp.sip.cybercity.dk"
"184","417.105072","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x2cdf SRV _sip._udp.sip.cybercity.dk"
"185","419.107913","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x2cdf SRV _sip._udp.sip.cybercity.dk"
"186","421.110794","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x2cdf SRV _sip._udp.sip.cybercity.dk"
"187","425.116575","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x2cdf SRV _sip._udp.sip.cybercity.dk"
"188","429.376574","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"189","430.123720","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"190","430.874800","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"191","433.118519","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x33c0 PTR 1.0.0.127.in-addr.arpa"
"192","433.120008","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x33c0 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"193","433.121133","192.168.1.2","212.242.33.35","UDP","47","5060  >  5060 Len=5"
"194","445.141912","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xb3c0 SRV _sip._udp.sip.cybercity.dk"
"195","446.136821","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xb3c0 SRV _sip._udp.sip.cybercity.dk"
"196","448.139677","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xb3c0 SRV _sip._udp.sip.cybercity.dk"
"197","450.142606","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xb3c0 SRV _sip._udp.sip.cybercity.dk"
"198","454.148887","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xb3c0 SRV _sip._udp.sip.cybercity.dk"
"199","459.568613","192.168.1.41","192.168.1.255","BROWSER","243","Host Announcement LAB111, Workstation, Server, NT Workstation"
"200","462.150236","192.168.1.2","192.168.1.1","DNS","82","Standard query 0x7cc2 PTR 1.0.0.127.in-addr.arpa"
"201","462.151736","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0x7cc2 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"202","462.152909","192.168.1.2","212.242.33.35","UDP","47","5060  >  5060 Len=5"
"203","467.144973","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"204","467.145024","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"205","474.233429","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x49c3 SRV _sip._udp.sip.cybercity.dk"
"206","475.228665","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x49c3 SRV _sip._udp.sip.cybercity.dk"
"207","477.172671","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"208","477.231526","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x49c3 SRV _sip._udp.sip.cybercity.dk"
"209","477.922459","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"210","478.673545","192.168.1.2","192.168.1.255","NBNS","92","Name query NB ECI_DOMAIN<1c>"
"211","479.234393","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x49c3 SRV _sip._udp.sip.cybercity.dk"
"212","483.240378","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x49c3 SRV _sip._udp.sip.cybercity.dk"
"213","491.242501","192.168.1.2","192.168.1.1","DNS","82","Standard query 0xf4c3 PTR 1.0.0.127.in-addr.arpa"
"214","491.243989","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0xf4c3 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"215","491.245646","192.168.1.2","212.242.33.35","UDP","47","5060  >  5060 Len=5"
"216","491.339625","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x84c4 SRV _sip._udp.voip.brujula.net"
"217","492.333294","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x84c4 SRV _sip._udp.voip.brujula.net"
"218","494.336168","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x84c4 SRV _sip._udp.voip.brujula.net"
"219","496.339050","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x84c4 SRV _sip._udp.voip.brujula.net"
"220","500.344840","192.168.1.2","192.168.1.1","DNS","86","Standard query 0x84c4 SRV _sip._udp.voip.brujula.net"
"221","508.346660","192.168.1.2","192.168.1.1","DNS","82","Standard query 0xf1c5 PTR 1.0.0.127.in-addr.arpa"
"222","508.348154","192.168.1.1","192.168.1.2","DNS","105","Standard query response 0xf1c5 PTR 1.0.0.127.in-addr.arpa PTR localhost"
"223","508.349681","192.168.1.2","200.68.120.81","SIP/SDP","864","Request: INVITE sip:97239287044@voip.brujula.net | "
"224","508.351559","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xfdc6 SRV _sip._udp.sip.cybercity.dk"
"225","508.857554","192.168.1.2","200.68.120.81","SIP/SDP","864","Request: INVITE sip:97239287044@voip.brujula.net | "
"226","509.347716","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xfdc6 SRV _sip._udp.sip.cybercity.dk"
"227","509.859711","192.168.1.2","200.68.120.81","SIP/SDP","864","Request: INVITE sip:97239287044@voip.brujula.net | "
"228","510.565919","200.68.120.81","192.168.1.2","SIP","637","Status: 100 trying -- your call is important to us | "
"229","511.350597","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xfdc6 SRV _sip._udp.sip.cybercity.dk"
"230","513.345119","Castlene_00:34:56","Silicom_01:6e:bd","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"231","513.345171","Silicom_01:6e:bd","Castlene_00:34:56","ARP","42","192.168.1.2 is at 00:e0:ed:01:6e:bd"
"232","513.353444","192.168.1.2","192.168.1.1","DNS","86","Standard query 0xfdc6 SRV _sip._udp.sip.cybercity.dk"
